Sa,Sd,Sc
0.690193051,0.830778581,0.706529111
0.42508343,0.651984225,0.433900312
0.855466108,0.924914108,0.839640901
0.693560306,0.832802681,0.721164565
0.607124396,0.779181876,0.581140858
0.613609884,0.78333255,0.625485291
0.363713745,0.603086847,0.356079948
0.672028792,0.819773622,0.629031891
0.628187433,0.792582761,0.629228162
0.60106553,0.77528416,0.600746224
0.779426384,0.882851281,0.798253543
0.793614416,0.890850389,0.763669133
0.79809504,0.893361651,0.783838493
0.754999653,0.86890716,0.759359891
0.57606855,0.758991798,0.57043876
0.398389995,0.631181428,0.430640933
0.589100444,0.76752879,0.626139073
0.841623734,0.917400531,0.847002418
0.89165364,0.944274134,0.830525934
0.759534053,0.871512509,0.743130033
0.683522595,0.826754253,0.70586985
0.851156705,0.922581544,0.83753384
0.786261305,0.886713767,0.785944063
0.814155892,0.902305875,0.794026556
0.833419335,0.912918033,0.805160847
0.672266572,0.819918637,0.705789605
0.780787734,0.883621941,0.794332702
0.691058111,0.83129905,0.706981313
0.467826528,0.683978456,0.480472947
0.697325118,0.835059949,0.693614258
0.57860232,0.760659135,0.574206078
0.620924523,0.787987641,0.577275289
0.707379195,0.841058378,0.649271403
0.804862598,0.897141348,0.782775703
0.809273025,0.899596035,0.816296802
0.688416605,0.829708747,0.693726005
0.850627477,0.92229468,0.847826292
0.522204033,0.722636861,0.542871328
0.576105128,0.759015894,0.584156303
0.641579779,0.800986753,0.611760345
0.641551879,0.800969337,0.631525837
0.795933743,0.892151188,0.792245025
0.610732971,0.781494063,0.604087761
0.7868286,0.887033596,0.771627351
0.267739085,0.517435102,0.258740815
0.434501205,0.659167054,0.422843515
0.719331854,0.848134337,0.760352814
0.712947917,0.844362432,0.699380591
0.739934312,0.860194346,0.746093987
0.782888036,0.884809605,0.775296472
0.872119059,0.933873149,0.846848676
0.807533212,0.898628517,0.803993587
0.802748851,0.895962528,0.814883565
0.558931478,0.7476172,0.587407529
0.492177117,0.70155336,0.484367095
0.799670789,0.894243138,0.785665652
0.816873123,0.903810336,0.830641105
0.514757281,0.717465874,0.531008779
0.647432334,0.8046318,0.640333743
0.582959595,0.763517907,0.574631586
0.664571275,0.815212411,0.659894605
0.698008106,0.835468794,0.707305955
0.64659319,0.804110185,0.649706932
0.6468611,0.804276756,0.65550355
0.594502278,0.771039738,0.570733774
0.334239361,0.578134379,0.387065976
0.859146315,0.926901459,0.845100164
0.762510913,0.873218709,0.752515781
0.777992582,0.882038878,0.768220769
0.81306908,0.901703433,0.69360045
0.666827493,0.81659506,0.648872814
0.667004569,0.816703477,0.709060791
0.807466274,0.898591272,0.815724456
0.538958122,0.734137672,0.524422432
0.710450311,0.842882145,0.694506098
0.727113796,0.852709679,0.702316939
0.615064052,0.784260194,0.593065548
0.798726627,0.89371507,0.773911501
0.603135042,0.776617694,0.600269958
0.718530191,0.847661602,0.702666713
0.82190151,0.906587839,0.819597253
0.741921896,0.861348882,0.722342814
0.682383301,0.826064949,0.692822711
0.745070137,0.863174453,0.789062496
0.532607479,0.729799616,0.577128425
0.67424361,0.821123383,0.685160684
0.336121787,0.579760112,0.342656098
0.855081597,0.924706222,0.872347207
0.665297348,0.815657617,0.643985714
0.874328261,0.935055218,0.877008261
0.76627307,0.875370248,0.782233251
0.597625189,0.773062216,0.534786052
0.832904272,0.912635892,0.7982136
0.721346378,0.849321128,0.699102354
0.737832447,0.858971738,0.736475454
0.838015118,0.915431657,0.841830276
0.426774231,0.653279597,0.475962796
0.886514987,0.941549248,0.869599083
0.423122654,0.650478788,0.411803993
0.804791348,0.897101638,0.823043854
0.64911667,0.805677771,0.668665244
0.729556711,0.85414092,0.726633646
0.740305498,0.860410075,0.744490075
0.724020895,0.850894174,0.685240222
0.730772696,0.854852441,0.752739182
0.691635947,0.831646528,0.703101978
0.773576255,0.879531838,0.764746186
0.661318402,0.813214856,0.643640776
0.602017201,0.775897675,0.634557432
0.738079772,0.859115692,0.752424963
0.792471206,0.890208518,0.809287689
0.69423728,0.833209026,0.695180795
0.81824072,0.904566592,0.793748712
0.821229163,0.906216951,0.827346989
0.624292939,0.790122104,0.629104063
0.641048423,0.800654996,0.612790119
0.656650198,0.810339557,0.649771724
0.73748509,0.858769521,0.77423211
0.620098096,0.787463076,0.607746156
0.531351299,0.728938474,0.495623128
0.591200144,0.768895405,0.605595799
0.636781242,0.79798574,0.644922044
0.724765653,0.851331694,0.708274634
0.674518725,0.821290889,0.649761629
0.683007424,0.826442632,0.653820222
0.51885476,0.720315736,0.52422173
0.785836923,0.886474434,0.7886527
0.735692157,0.857724989,0.717672524
0.772935037,0.879167241,0.762037248
0.857972983,0.92626831,0.869541634
0.674669849,0.821382888,0.678191727
0.656012279,0.809945849,0.656250324
0.738450628,0.859331501,0.735714709
0.776603458,0.881251076,0.772469384
0.842086856,0.917652906,0.8439311
0.68211877,0.825904819,0.706604661
0.709670733,0.842419571,0.72610079
0.784619702,0.885787617,0.762273568
0.855508539,0.924937046,0.856511635
0.740963099,0.860792134,0.750111802
0.774570204,0.880096702,0.77983302
0.688514637,0.829767821,0.720220888
0.775298692,0.880510472,0.779676014
0.717784106,0.847221403,0.737690935
0.803863329,0.896584256,0.782247638
0.699671922,0.836463939,0.667202686
0.769734733,0.877345276,0.767808258
0.625967581,0.79118113,0.633106376
0.729861411,0.854319268,0.701358591
0.533329953,0.730294429,0.510273707
0.492059318,0.701469399,0.490773483
0.541118137,0.735607326,0.549007876
0.530725381,0.728509013,0.515912656
0.5287681,0.727164425,0.535946997
0.569299937,0.754519673,0.582352614
0.859221663,0.926942104,0.860738835
0.823754216,0.907609066,0.8064414
0.505837822,0.711222766,0.507645214
0.885976981,0.941263502,0.869329098
0.812648183,0.901470012,0.823028078
0.620582887,0.787770834,0.598448544
0.535746782,0.731947254,0.530348843
0.793408719,0.890734932,0.77139276
0.816560624,0.90363744,0.82983581
0.522840748,0.723077276,0.494084516
0.504261572,0.710113774,0.507497152
0.778092466,0.882095497,0.739033909
0.671063354,0.819184567,0.709834508
0.564493052,0.751327526,0.521039691
0.636009298,0.797501911,0.668930903
0.552756145,0.743475719,0.57068071
0.476454767,0.69025703,0.480946429
0.775877775,0.880839244,0.711656055
0.655237717,0.809467552,0.668215728
0.762100959,0.87298394,0.742272969
0.671649588,0.819542304,0.690347915
0.845181176,0.919337357,0.834186166
0.715233427,0.845714744,0.746417679
0.590868624,0.768679793,0.570262966
0.748636612,0.865237893,0.772013846
0.70798541,0.841418689,0.655178639
0.786068207,0.886604877,0.780394074
0.654404885,0.808952956,0.66923849
0.574760648,0.758129704,0.585064533
0.685102602,0.82770925,0.665876216
0.398021007,0.630889061,0.406008592
0.780961308,0.883720152,0.753628195
0.782021088,0.884319562,0.801615569
0.613882019,0.783506234,0.685616071
0.658179208,0.811282447,0.665374201
0.71684459,0.846666753,0.740987264
0.770457812,0.877757262,0.801980587
0.594820436,0.771246028,0.592066108
0.739949189,0.860202993,0.763238978
0.738719552,0.859487959,0.769125884
0.798886759,0.893804654,0.809865042
0.582779944,0.763400252,0.625756046
0.7476325,0.864657447,0.771514673
0.825769226,0.908718453,0.819186196
0.778842112,0.882520318,0.785797977
0.411761675,0.641686587,0.424014149
0.585254554,0.765019316,0.639391365
0.672838051,0.820267061,0.652164842
0.755973264,0.86946723,0.736600786
0.791311101,0.889556688,0.762432233
0.723564841,0.850626146,0.743287894
0.694556649,0.833400653,0.696388565
0.48127793,0.693741977,0.523780936
0.744147787,0.86264001,0.753386594
0.74608877,0.863764302,0.755844458
0.793524618,0.890799988,0.786670131
0.615562506,0.784577916,0.64774224
0.602738027,0.776362046,0.60563116
0.577961277,0.760237645,0.550918599
0.618391115,0.786378481,0.605026953
0.628812091,0.792976728,0.568732503
0.780869181,0.883668026,0.810825838
0.849693718,0.921788326,0.87169446
0.643540034,0.80220947,0.666630832
0.643008979,0.801878407,0.607123572
0.678447361,0.823679161,0.677866645
0.644892491,0.803051985,0.648750795
0.73447112,0.857012905,0.711667446
0.569063797,0.754363173,0.534708717
0.502442911,0.708832075,0.48604562
0.72935425,0.854022395,0.709165945
0.74616723,0.863809718,0.710591032
0.536463209,0.732436488,0.530893297
0.753654774,0.868132924,0.772608396
0.695423476,0.833920545,0.695840553
0.911556338,0.954754595,0.905089036
0.582116698,0.762965725,0.587546497
0.621025002,0.788051396,0.590068854
0.752994503,0.867752559,0.7172609
0.730909823,0.854932642,0.686674014
0.711373736,0.843429746,0.686712795
0.832427182,0.912374475,0.787769814
0.737233699,0.858623142,0.749695315
0.725089662,0.851521968,0.707925258
0.629732603,0.793556931,0.662290489
0.778357596,0.882245768,0.772271784
0.73913543,0.859729859,0.754590647
0.675130081,0.821662997,0.699729871
0.63988866,0.79993041,0.686280234
0.608851235,0.780289199,0.578241527
0.60734807,0.779325394,0.630191997
0.826975452,0.909381907,0.859869991
0.554262563,0.744488121,0.550104796
0.795385153,0.891843682,0.804540779
0.753532533,0.868062517,0.764523954
0.741825484,0.861292914,0.715138736
0.821769633,0.906515104,0.811196635
0.718921611,0.847892452,0.710812029
0.80232681,0.895726973,0.807396148
0.725736704,0.851901816,0.688357792
0.811781662,0.900989269,0.846309514
0.664789774,0.815346413,0.684053578
0.765732152,0.875061228,0.765128439
0.572637858,0.756728391,0.558995119
0.845598845,0.919564486,0.846628085
0.669917066,0.818484616,0.661803738
0.713633809,0.844768494,0.742042211
0.516283286,0.718528556,0.517134772
0.756932304,0.870018565,0.708241371
0.58140429,0.762498715,0.592965957
0.731010016,0.854991237,0.751280177
0.724026394,0.850897405,0.692493678
0.817243099,0.904014988,0.805978096
0.721614215,0.84947879,0.728462316
0.796040686,0.892211122,0.796871007
0.641888861,0.801179668,0.66373737
0.681357142,0.825443603,0.65595574
0.767818774,0.876252689,0.790195666
0.745888478,0.863648353,0.775105349
0.634710027,0.796686906,0.622903203
0.668798206,0.817800835,0.636293562
0.771762312,0.878500035,0.764361755
0.49858728,0.706107131,0.551559385
0.714356634,0.84519621,0.699029494
0.567655991,0.753429486,0.617354853
0.712334499,0.843999111,0.731344813
0.759183644,0.871311451,0.767890136
0.717531707,0.847072433,0.710352544
0.787572893,0.887453037,0.798966016
0.892504936,0.944724794,0.892393129
0.899592879,0.948468702,0.866597703
0.597726696,0.773127865,0.615761534
0.763198936,0.873612578,0.706854135
0.845596819,0.919563385,0.868256195
0.668976783,0.817910009,0.697209772
0.566827038,0.752879166,0.590909066
0.736174396,0.858006058,0.748031987
0.773924743,0.879729926,0.740187179
0.821168495,0.906183477,0.823934605
0.646182663,0.803854877,0.659601202
0.755698085,0.86930897,0.7652605
0.779590791,0.882944387,0.776386981
0.774006375,0.879776321,0.774270996
0.729967659,0.854381448,0.707000957
0.767283699,0.875947315,0.757513063
0.529120482,0.727406682,0.576293609
0.634852098,0.796776065,0.636536119
0.685795806,0.828127892,0.740708908
0.712213049,0.843927158,0.696792647
0.827968023,0.909927482,0.817540747
0.871737704,0.933668948,0.861267575
0.713742666,0.844832922,0.698488559
0.777279478,0.881634549,0.757566733
0.672791435,0.820238645,0.679844549
0.658260316,0.811332432,0.664930859
0.559358027,0.747902418,0.589531544
0.847828664,0.92077612,0.855366261
0.579754036,0.76141581,0.582381628
0.633085166,0.795666492,0.663714197
0.730581619,0.854740673,0.723604913
0.663603435,0.814618583,0.670210241
0.806553645,0.898083317,0.804460743
0.614381365,0.78382483,0.591814049
0.59419754,0.770842098,0.619671959
0.850170305,0.922046802,0.838200377
0.651212646,0.806977476,0.634481517
0.803453911,0.896355906,0.756565938
0.854016622,0.924130198,0.857772003
0.57720999,0.759743371,0.547602691
0.608899318,0.78032001,0.579421928
0.693784235,0.832937114,0.699108514
0.717903814,0.847292047,0.725270319
0.779297217,0.882778124,0.781724863
0.817563651,0.904192264,0.82484277
0.591022445,0.768779842,0.610163926
0.798308521,0.893481125,0.814412892
0.641893661,0.801182664,0.654505553
0.747291048,0.864459975,0.739170873
0.531028529,0.728717043,0.516379717
0.715507056,0.845876501,0.74893315
0.651907668,0.807407993,0.677122349
0.535392694,0.731705333,0.54626525
0.844015563,0.918703197,0.854486536
0.779635838,0.882969897,0.783410371
0.804558419,0.896971805,0.783008106
0.709635337,0.842398562,0.722517201
0.637924227,0.798701588,0.652068474
0.511974174,0.715523706,0.476202084
0.561721681,0.749480941,0.599403914
0.633891503,0.796173036,0.634897535
0.6671833,0.816812891,0.67448779
0.692885293,0.832397317,0.665927375
0.626506543,0.791521663,0.620945402
0.733698364,0.856561944,0.673694166
0.724545716,0.851202512,0.752085595
0.799569716,0.894186623,0.821613253
0.600137005,0.774685101,0.569168712
0.723513953,0.850596234,0.719362099
0.584511735,0.764533672,0.618741338
0.599898688,0.77453127,0.673673105
0.714019021,0.844996462,0.695056858
0.862003792,0.928441593,0.869868594
0.616889411,0.785423078,0.639367981
0.807755213,0.898752031,0.79516405
0.512175293,0.715664232,0.489260179
0.766505052,0.875502742,0.751016744
0.825902318,0.90879168,0.804943314
0.810664671,0.900369186,0.805657071
0.915969301,0.957062851,0.913480271
0.786555536,0.886879663,0.743404338
0.742965457,0.86195444,0.6754347
0.868314825,0.931834119,0.873030258
0.678549066,0.823740898,0.705185115
0.801003503,0.894987991,0.769444477
0.716451357,0.846434497,0.618466879
0.719549925,0.848262887,0.754848567
0.569178988,0.754439519,0.581016699
0.782617231,0.884656561,0.782097162
0.697035573,0.834886563,0.722829346
0.813211368,0.901782328,0.78233304
0.62961595,0.793483427,0.64726689
0.761249771,0.872496287,0.753240082
0.711079703,0.84325542,0.697232081
0.543842459,0.737456751,0.521162684
0.6821152,0.825902658,0.723774854
0.514913074,0.717574438,0.529374243
0.463278774,0.680645851,0.455438456
0.664430363,0.81512598,0.67562933
0.611065363,0.781706699,0.605254768
0.565858977,0.752235985,0.581271293
0.669370964,0.818150942,0.691565575
0.865914336,0.930545182,0.861132442
0.676147484,0.822281876,0.695733391
0.817722303,0.904279991,0.787569734
0.650474941,0.806520267,0.665850047
0.727253555,0.852791625,0.747701041
0.596857584,0.772565585,0.615406821
0.885830924,0.941185914,0.899235875
0.670654228,0.818934813,0.667204215
0.760027679,0.871795663,0.746561634
0.613564779,0.783303759,0.578221881
0.873874742,0.934812678,0.867064673
0.697023743,0.834879478,0.662379564
0.736134056,0.85798255,0.750380097
0.72417518,0.85098483,0.694413685
0.847601068,0.920652523,0.853875862
0.809424683,0.899680323,0.776172783
0.581555816,0.76259807,0.558672502
0.880914825,0.938570629,0.869461678
0.739382821,0.859873724,0.747961252
0.790851863,0.889298523,0.763110082
0.685435854,0.827910535,0.696996705
0.739910204,0.860180332,0.723806723
0.823867407,0.90767142,0.805463281
0.549695817,0.74141474,0.568943221
0.527631704,0.726382615,0.55115915
0.690842321,0.831169249,0.676440035
0.729701122,0.854225451,0.716977539
0.597594509,0.773042372,0.564193837
0.934561821,0.966727377,0.91557184
0.608832986,0.780277506,0.608883872
0.744763738,0.862996951,0.707827433
0.87714445,0.936559902,0.886496247
0.758146878,0.870716302,0.771496524
0.804611894,0.897001613,0.81457895
0.761401211,0.872583068,0.750954992
0.678742438,0.823858263,0.678547052
0.726393857,0.852287426,0.751817173
0.674595047,0.821337353,0.63890452
0.655546136,0.809658036,0.688744306
0.303692511,0.551083035,0.282563009
0.59995326,0.774566498,0.619828927
0.631394268,0.794603214,0.681175006
0.601463992,0.775541096,0.62325097
0.698115952,0.835533334,0.711629751
0.732074119,0.8556133,0.723884945
0.823375853,0.907400602,0.831457102
0.633944853,0.796206539,0.634576176
0.690127641,0.830739214,0.698128816
0.749628671,0.865810991,0.755486304
0.829263499,0.910639061,0.845454951
0.561224121,0.749148931,0.566609537
0.73214192,0.85565292,0.750918567
0.679290773,0.824190981,0.682690468
0.630067462,0.793767889,0.659392
0.629800918,0.793599973,0.669332917
0.689548518,0.830390582,0.715485133
0.836257223,0.914471007,0.843948372
0.802930431,0.896063854,0.784165843
0.628173446,0.792573937,0.646370035
0.771292728,0.87823273,0.766675687
0.714193212,0.845099528,0.72991372
0.867958814,0.931643072,0.853292536
0.674310707,0.821164239,0.699301207
0.891492683,0.944188902,0.883426374
0.801243967,0.895122319,0.794631524
0.535529778,0.731799001,0.56316221
0.618641154,0.786537446,0.664936296
0.526013998,0.725268225,0.532578996
0.696429786,0.834523688,0.673516711
0.841379631,0.91726748,0.86570713
0.666095078,0.816146481,0.687643857
0.798216767,0.893429777,0.826271516
0.723863387,0.850801614,0.74755339
0.769938383,0.877461328,0.791925387
0.49398147,0.702838154,0.448816935
0.622747477,0.789143508,0.667341514
0.79196486,0.889924076,0.767290006
0.669552866,0.818262101,0.667982641
0.762090876,0.872978165,0.777947096
0.888839904,0.942783063,0.872689847
0.77405828,0.879805819,0.799543943
0.651563098,0.807194585,0.710683819
0.539201901,0.734303685,0.54563931
0.908002614,0.952891712,0.893147183
0.760295556,0.871949285,0.747768372
0.718530126,0.847661563,0.765321606
0.700168109,0.836760485,0.733965569
0.636712432,0.797942624,0.675726702
0.772187373,0.878741926,0.773471056
0.86521977,0.930171903,0.84144578
0.785435089,0.886247758,0.765343193
0.750975576,0.86658847,0.770854947
0.612258969,0.782469788,0.653558216
0.614423814,0.783851908,0.585648458
0.535372062,0.731691234,0.557009343
0.728925676,0.853771442,0.73552615
0.658181334,0.811283757,0.700466671
0.686210729,0.828378373,0.691451895
0.595282815,0.771545731,0.616133813
0.63111763,0.794429122,0.624237564
0.55840799,0.747267014,0.535261935
0.782925422,0.88483073,0.767429959
0.708329182,0.841622945,0.74322415
0.851449796,0.922740373,0.841381576
0.565662385,0.752105302,0.567440714
0.652432143,0.807732718,0.653716491
0.523756921,0.723710523,0.51786079
0.791484431,0.889654108,0.794472544
0.53580299,0.731985649,0.536050166
0.788221164,0.887818204,0.794370627
0.677250129,0.822952082,0.680242597
0.767335807,0.875977058,0.745551441
0.67697476,0.822784759,0.70432581
0.806333256,0.89796061,0.77077421
0.708371453,0.841648057,0.70973749
0.825356068,0.908491094,0.812341232
0.84072261,0.916909271,0.84799409
0.813924454,0.902177618,0.773665389
0.751905896,0.867125075,0.757766305
0.54448871,0.737894783,0.562285927
0.798281744,0.893466141,0.813581255
0.674642613,0.821366308,0.65667753
0.629694617,0.793532996,0.603289818
0.824707898,0.908134295,0.824403664
0.67933562,0.824218187,0.700361512
0.731830868,0.855471138,0.703079629
0.645994038,0.803737543,0.679346437
0.826672698,0.90921543,0.812345177
0.616964269,0.785470731,0.629683556
0.620447247,0.787684738,0.631629989
0.708996263,0.842019158,0.754884896
0.775264998,0.880491339,0.777711339
0.788121105,0.887761851,0.816682788
0.805588703,0.897545934,0.801795929
0.67040402,0.818782034,0.646377023
0.500355885,0.707358385,0.527193318
0.846536853,0.920074373,0.853209104
0.824938394,0.908261192,0.791011626
0.69175264,0.831716682,0.6910045
0.801663706,0.895356748,0.785762322
0.826231025,0.908972511,0.841866938
0.712005377,0.843804111,0.728414853
0.701511042,0.83756256,0.690388164
0.747326447,0.864480449,0.731586866
0.71314469,0.844478946,0.689550556
0.736931128,0.858446928,0.730411092
0.757827015,0.870532604,0.745947487
0.739827648,0.860132343,0.724372811
0.517697942,0.719512295,0.499975495
0.800766593,0.894855627,0.806168758
0.603468664,0.776832456,0.519559939
0.482368586,0.694527599,0.484908246
0.643633197,0.802267534,0.650295364
0.719921848,0.848482084,0.703472738
0.710514795,0.842920397,0.725335355
0.685203326,0.827770092,0.651512429
0.832493757,0.912410958,0.811952133
0.77388862,0.879709395,0.780510767
0.791020861,0.889393536,0.794401601
0.736673143,0.858296652,0.715178761
0.445857274,0.667725448,0.477026092
0.638503855,0.799064362,0.644066935
0.865593148,0.930372586,0.85447136
0.821634622,0.906440634,0.794547685
0.726937612,0.852606364,0.724650103
0.640548106,0.800342493,0.639810888
0.759088196,0.871256676,0.762516679
0.715094552,0.845632634,0.742030308
0.776635279,0.881269129,0.798974592
0.623451173,0.789589243,0.647226618
0.559738628,0.748156821,0.53066463
0.838922376,0.915927058,0.82681638
0.725108034,0.851532756,0.712088036
0.747140845,0.864373094,0.763254004
0.633148184,0.795706091,0.581738546
0.652739087,0.807922699,0.649676312
0.651910068,0.80740948,0.610440928
0.650421975,0.80648743,0.641955835
0.734158544,0.856830522,0.71817064
0.662101983,0.813696493,0.662050973
0.632960546,0.795588176,0.624593589
0.702895343,0.83838854,0.706908901
0.749074574,0.865490944,0.76824996
0.81987963,0.905472048,0.807869802
0.640014386,0.800008991,0.659762091
0.672156983,0.819851805,0.684076458
0.677563271,0.823142315,0.722570633
0.576412126,0.759218102,0.619294881
0.547311111,0.739804779,0.518848583
0.676145311,0.822280555,0.690753682
0.527454019,0.726260297,0.533635579
0.541109282,0.735601306,0.48848159
0.606588416,0.778837863,0.602157061
0.751005286,0.866605611,0.712658688
0.6919767,0.831851369,0.742344199
0.706619436,0.840606588,0.707841185
0.632539982,0.795323822,0.633782253
0.445384052,0.667371,0.45200259
0.838661075,0.915784404,0.807905537
0.72698101,0.852631814,0.735354193
0.742598844,0.86174175,0.770841454
0.856998474,0.925742121,0.875752711
0.710792515,0.843085117,0.729506659
0.628666585,0.792884976,0.637051719
0.763438581,0.873749724,0.754189327
0.714233287,0.845123238,0.677259529
0.685296393,0.827826306,0.727403955
0.799768168,0.894297584,0.812346707
0.822972171,0.907178136,0.828248563
0.759743837,0.871632857,0.739948332
0.732686374,0.855971013,0.726244112
0.527710979,0.726437182,0.515913527
0.591231883,0.768916044,0.598362286
0.729357794,0.854024469,0.745798698
0.784857288,0.885921717,0.784678967
0.63406935,0.796284717,0.646188141
0.617470954,0.7857932,0.614159702
0.880452929,0.938324533,0.902818421
0.727249159,0.852789047,0.734392731
0.693914299,0.833015186,0.712404473
0.615037482,0.784243254,0.63816016
0.673012436,0.820373351,0.675072574
0.789624867,0.888608388,0.760601523
0.655433131,0.809588248,0.630280828
0.764834456,0.874548144,0.7606394
0.820423015,0.905772055,0.838413231
0.743334462,0.862168465,0.709050442
0.648535741,0.805317168,0.682426092
0.602272034,0.776061875,0.631531664
0.784396579,0.885661662,0.795726421
0.804081818,0.896706094,0.786175353
0.730034357,0.85442048,0.746093849
0.82444748,0.907990903,0.790554957
0.66788122,0.817240002,0.671687777
0.475138283,0.689302751,0.444566569
0.734594698,0.857085,0.745067857
0.812670394,0.901482331,0.815100929
0.752792775,0.867636315,0.69050381
0.75208322,0.867227318,0.749406541
0.515586063,0.718043218,0.502491091
0.690818401,0.83115486,0.679368773
0.725877117,0.851984223,0.697015684
0.410443747,0.640658838,0.402527543
0.789481096,0.888527487,0.785431704
0.630231488,0.793871204,0.642001353
0.590057559,0.768152041,0.625379344
0.583005981,0.763548283,0.562057846
0.723608361,0.850651727,0.734728854
0.718212075,0.847473938,0.704968699
0.675103507,0.821646826,0.688858934
0.741367067,0.861026751,0.704170432
0.80127812,0.895141396,0.790672138
0.749622661,0.865807519,0.757533819
0.884457846,0.94045619,0.900906796
0.801616209,0.895330223,0.815001425
0.828715736,0.910338254,0.825016719
0.657189643,0.81067234,0.629676082
0.740237977,0.860370837,0.705097846
0.744805857,0.863021354,0.737387342
0.632071726,0.795029387,0.622299151
0.801762554,0.895411947,0.788948452
0.712072556,0.843843917,0.709371484
0.818963902,0.904966243,0.770371071
0.694832519,0.833566146,0.749678154
0.698409131,0.835708759,0.68437528
0.603355861,0.776759848,0.656516641
0.681190849,0.825342867,0.734833302
0.825800807,0.908735829,0.856458939
0.731560565,0.855313139,0.688628062
0.845132436,0.919310848,0.846566592
0.736286166,0.858071189,0.727738039
0.675390522,0.821821466,0.700702125
0.72638028,0.852279461,0.751245939
0.688085123,0.829508965,0.667435697
0.79869882,0.893699513,0.790464524
0.717643399,0.847138359,0.72532467
0.685202576,0.827769639,0.670746851
0.774689292,0.880164355,0.764276693
0.706361762,0.840453308,0.723658162
0.695638353,0.834049371,0.664819018
0.40205025,0.634074325,0.438669167
0.690824212,0.831158356,0.683562797
0.799934668,0.894390668,0.781069556
0.7605156,0.872075456,0.768360237
0.565036743,0.75168926,0.572491935
0.691256528,0.831418383,0.674075795
0.868280278,0.931815582,0.864148624
0.626648504,0.791611334,0.625606051
0.692926496,0.832422066,0.679187195
0.75131957,0.866786923,0.745221308
0.675323667,0.82178079,0.669912057
0.806830211,0.89823728,0.806672926
0.62497756,0.790555223,0.614316755
0.777170527,0.881572758,0.805001465
0.87076667,0.933148793,0.852228583
0.725140735,0.851551957,0.666308262
0.588605885,0.767206546,0.57705849
0.747576887,0.864625287,0.743313812
0.889918352,0.943354839,0.899522231
0.806091842,0.897826176,0.813776572
0.810982749,0.900545806,0.799297154
0.721987522,0.849698489,0.690582343
0.781074618,0.88378426,0.738988583
0.665757776,0.815939811,0.65037949
0.540322259,0.735066159,0.528972297
0.690233843,0.830803131,0.666621036
0.869403444,0.932418063,0.844044694
0.679468973,0.82429908,0.693878126
0.522855584,0.723087535,0.451551128
0.838620813,0.915762422,0.846012532
0.775681787,0.880727987,0.773817741
0.708892276,0.841957408,0.710592851
0.677316306,0.822992288,0.66522323
0.707784919,0.841299542,0.704711654
0.742253903,0.861541585,0.729650548
0.706079048,0.840285099,0.681053412
0.703251101,0.83860068,0.715048552
0.81453543,0.902516166,0.810026276
0.496397829,0.704555057,0.517123049
0.672317074,0.819949434,0.684325251
0.620858444,0.787945711,0.652110167
0.720612699,0.848889097,0.693594212
0.718143629,0.847433554,0.710835893
0.782423917,0.884547295,0.767842633
0.628650458,0.792874806,0.650014987
0.671144421,0.819234046,0.670641012
0.762439114,0.873177596,0.737927668
0.663901017,0.814801213,0.645195219
0.775219822,0.880465685,0.76919864
0.578814108,0.760798336,0.578614348
0.790981374,0.889371336,0.759961108
0.704096992,0.839104876,0.67059392
0.427796355,0.65406143,0.50039641
0.627509134,0.792154741,0.661997501
0.506684109,0.711817469,0.494168248
0.774408604,0.880004889,0.760259484
0.768105545,0.876416308,0.775326986
0.717863797,0.847268433,0.682579065
0.740910988,0.860761865,0.710298682
0.752455052,0.867441671,0.743362236
0.75252401,0.867481417,0.741665109
0.686935959,0.828815998,0.650128226
0.674084784,0.821026665,0.711889217
0.774848818,0.880254973,0.760181967
0.745643843,0.863506713,0.7194984
0.821626387,0.906436091,0.799956431
0.502311941,0.708739685,0.515111938
0.733397799,0.856386477,0.753688949
0.637824594,0.798639214,0.624455877
0.651075159,0.806892284,0.671737456
0.672468871,0.820041993,0.691507071
0.750842192,0.866511507,0.783036127
0.647409351,0.804617519,0.579003937
0.595675573,0.771800216,0.571570249
0.665939025,0.816050872,0.654953803
0.546556052,0.739294293,0.538256359
0.539374399,0.734421132,0.55657726
0.592568286,0.769784571,0.617080913
0.804646743,0.897021038,0.802950078
0.833987958,0.913229411,0.815858608
0.50723886,0.712207035,0.519463866
0.715716777,0.846000459,0.725905809
0.635419464,0.797132024,0.646498019
0.626283173,0.791380549,0.615000506
0.704018466,0.839058082,0.716082342
0.563210338,0.750473409,0.562809875
0.645367252,0.803347529,0.665513636
0.679282101,0.82418572,0.719122621
0.680187735,0.824734948,0.660408799
0.563773789,0.750848713,0.624106179
0.628296787,0.792651744,0.681709209
0.742150641,0.861481655,0.763304045
0.755166163,0.869002971,0.76230049
0.693598091,0.832825366,0.711336812
0.815545827,0.903075759,0.808076676
0.614843156,0.784119351,0.604337592
0.795601652,0.891965051,0.79176428
0.756537439,0.869791607,0.759323089
0.722374477,0.84992616,0.71795843
0.677541726,0.823129228,0.693697056
0.485135937,0.696517004,0.468604769
0.687820212,0.82934927,0.705797302
0.763560632,0.873819565,0.735998499
0.80590172,0.89772029,0.79734713
0.620912259,0.78797986,0.625992366
0.69941547,0.83631063,0.716625601
0.725258167,0.851620906,0.692189334
0.283603884,0.532544725,0.341051144
0.808895294,0.899386065,0.828800547
0.757942909,0.870599167,0.770104124
0.860600205,0.927685402,0.866636327
